latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
4.10171,103.3757,308.18,1.16,1.07,2026-04-25,2038,Aqua,MODIS,74,6.1NRT,287.89,8.98,N
1.73735,99.80385,313.66,1.69,1.28,2026-04-26,0858,Aqua,MODIS,66,6.1NRT,293.21,15.49,D
5.15274,96.90536,313.72,1.2,1.09,2026-04-26,0900,Aqua,MODIS,59,6.1NRT,287.68,10.77,D
-3.68406,103.6537,305.19,1.42,1.18,2026-04-26,1346,Terra,MODIS,57,6.1NRT,293.55,6.82,N
4.82676,103.40417,307.49,1.14,1.07,2026-04-26,1348,Terra,MODIS,72,6.1NRT,295.83,5.88,N
3.51566,102.82242,309.28,1.28,1.12,2026-04-26,1348,Terra,MODIS,77,6.1NRT,279.07,12.68,N
4.0941,103.37232,307.88,1.17,1.08,2026-04-26,1348,Terra,MODIS,73,6.1NRT,295.39,6.99,N
4.55807,103.4607,309.14,1.14,1.07,2026-04-26,1348,Terra,MODIS,43,6.1NRT,294.96,6.8,N
4.65784,103.37914,313.03,1.15,1.07,2026-04-26,1348,Terra,MODIS,86,6.1NRT,295.58,11.29,N
4.55249,103.46139,326.49,1.02,1.01,2026-04-27,0206,Terra,MODIS,0,6.1NRT,297.08,21.9,D
2.94687,103.27739,313.48,1.03,1.01,2026-04-27,0206,Terra,MODIS,29,6.1NRT,295.47,6.75,D
2.84561,102.8877,310.41,1.01,1,2026-04-27,0206,Terra,MODIS,58,6.1NRT,294.2,5.07,D
2.56278,103.63544,307.48,1.06,1.03,2026-04-27,0206,Terra,MODIS,23,6.1NRT,285.93,3.81,D
1.54853,103.82872,311.75,1.09,1.04,2026-04-27,0206,Terra,MODIS,21,6.1NRT,293.77,6.55,D
0.67372,102.84648,311.3,1.03,1.01,2026-04-27,0206,Terra,MODIS,46,6.1NRT,296.39,6.49,D
-3.68822,103.65921,315.44,1.22,1.1,2026-04-27,0209,Terra,MODIS,70,6.1NRT,296.91,12.23,D
-6.0029,106.00976,315.14,1.93,1.36,2026-04-27,0209,Terra,MODIS,63,6.1NRT,294.86,13.3,D
3.81179,108.29331,320.62,1.06,1.03,2026-04-27,0801,Aqua,MODIS,73,6.1NRT,293.05,14.34,D
4.89859,97.49136,306.68,1.09,1.04,2026-04-27,1429,Terra,MODIS,69,6.1NRT,282.85,7.75,N
-2.91181,102.79904,326.42,1.04,1.02,2026-04-28,0837,Aqua,MODIS,83,6.1NRT,295.23,19.84,D
-2.91314,102.78999,326.05,1.04,1.02,2026-04-28,0837,Aqua,MODIS,82,6.1NRT,295.83,19.2,D
-2.57872,102.79897,311.54,1.04,1.02,2026-04-28,0837,Aqua,MODIS,57,6.1NRT,287.29,6.99,D
-2.56979,102.79765,326.95,1.04,1.02,2026-04-28,0837,Aqua,MODIS,78,6.1NRT,288.06,22.7,D
-1.0608,102.31187,308.49,1.03,1.02,2026-04-28,0837,Aqua,MODIS,45,6.1NRT,292.11,4.86,D
-1.00861,101.34727,312.37,1,1,2026-04-28,0837,Aqua,MODIS,66,6.1NRT,293.77,6.27,D
0.56053,100.08059,316.54,1.02,1.01,2026-04-28,0837,Aqua,MODIS,71,6.1NRT,290.05,11.06,D
0.79859,100.32072,331,1.01,1,2026-04-28,0837,Aqua,MODIS,85,6.1NRT,293.57,25.28,D
0.80736,100.31941,311.68,1.01,1,2026-04-28,0837,Aqua,MODIS,64,6.1NRT,294.01,5.51,D
2.2105,100.94326,317,1,1,2026-04-28,0837,Aqua,MODIS,70,6.1NRT,296.25,7.86,D
2.70843,101.55379,319.21,1.04,1.02,2026-04-28,0837,Aqua,MODIS,74,6.1NRT,290.93,10.83,D
3.20863,103.2435,312.54,1.25,1.11,2026-04-28,0837,Aqua,MODIS,64,6.1NRT,295.68,8.1,D
3.20708,103.23254,310.71,1.25,1.11,2026-04-28,0837,Aqua,MODIS,60,6.1NRT,294.74,6.13,D
4.03662,103.38201,312.72,1.31,1.14,2026-04-28,0839,Aqua,MODIS,50,6.1NRT,294.3,6.96,D
-2.80528,105.40561,311.02,1.01,1.01,2026-04-29,0147,Terra,MODIS,56,6.1NRT,296.23,6.07,D
-6.45416,107.60983,311.75,1.15,1.07,2026-04-29,0149,Terra,MODIS,54,6.1NRT,295.1,5.78,D
1.86838,102.99534,306.82,2.02,1.38,2026-04-30,0224,Terra,MODIS,34,6.1NRT,285.37,9.01,D
0.52189,102.22824,307.16,1.85,1.33,2026-04-30,0226,Terra,MODIS,57,6.1NRT,285.25,12.21,D
-0.12395,102.89223,308.59,1.42,1.18,2026-04-30,0816,Aqua,MODIS,16,6.1NRT,285.06,7.8,D
0.03639,102.72952,312.48,1.45,1.19,2026-04-30,0816,Aqua,MODIS,43,6.1NRT,293.23,10.95,D
0.59635,102.91084,309.75,1.38,1.16,2026-04-30,0816,Aqua,MODIS,32,6.1NRT,286.18,8.09,D
1.86528,104.03989,311.92,1.14,1.06,2026-04-30,0816,Aqua,MODIS,64,6.1NRT,294.05,6.01,D
2.17812,101.02792,312.97,1.8,1.31,2026-04-30,0816,Aqua,MODIS,68,6.1NRT,290.37,15.14,D
1.95612,99.40701,305.01,2.46,1.51,2026-04-30,0816,Aqua,MODIS,42,6.1NRT,282.08,18.08,D
2.90504,103.32244,314.9,1.21,1.09,2026-04-30,0816,Aqua,MODIS,70,6.1NRT,296.23,8.25,D
3.04204,103.42288,313.38,1.19,1.08,2026-04-30,0818,Aqua,MODIS,39,6.1NRT,295.89,6.33,D
3.21672,103.26186,320.04,1.21,1.09,2026-04-30,0818,Aqua,MODIS,41,6.1NRT,293.41,14.71,D
3.21511,103.25136,319.92,1.21,1.09,2026-04-30,0818,Aqua,MODIS,29,6.1NRT,294.31,14.46,D
3.50305,103.25343,317.34,1.2,1.09,2026-04-30,0818,Aqua,MODIS,75,6.1NRT,279.44,18.69,D
3.4834,102.93003,306.33,1.25,1.11,2026-04-30,0818,Aqua,MODIS,41,6.1NRT,281.36,6.7,D
4.02032,103.36588,316.47,1.17,1.07,2026-04-30,0818,Aqua,MODIS,75,6.1NRT,290.55,8.99,D
3.66327,98.90468,310.67,2.51,1.52,2026-04-30,0818,Aqua,MODIS,49,6.1NRT,287.31,13.13,D
4.57051,103.39994,322.43,1.14,1.07,2026-04-30,0818,Aqua,MODIS,73,6.1NRT,282.76,20.06,D
4.57981,103.39854,319.91,1.14,1.07,2026-04-30,0818,Aqua,MODIS,68,6.1NRT,279.84,16.92,D
5.2774,103.12047,318.15,1.16,1.07,2026-04-30,0818,Aqua,MODIS,75,6.1NRT,296.77,8.29,D
5.38933,103.05537,327.06,1.17,1.08,2026-04-30,0818,Aqua,MODIS,83,6.1NRT,298.14,19.95,D
5.43315,102.92786,315.5,1.18,1.08,2026-04-30,0818,Aqua,MODIS,72,6.1NRT,291.38,10.37,D
5.43159,102.9175,331.99,1.19,1.08,2026-04-30,0818,Aqua,MODIS,87,6.1NRT,292.33,33.25,D
5.53736,102.80974,318.14,1.2,1.09,2026-04-30,0818,Aqua,MODIS,74,6.1NRT,293.45,12.24,D
5.5358,102.79932,318.37,1.2,1.09,2026-04-30,0818,Aqua,MODIS,75,6.1NRT,292.64,12.61,D
5.62804,102.73672,325.38,1.21,1.09,2026-04-30,0818,Aqua,MODIS,76,6.1NRT,300.21,17.8,D
5.63373,102.73997,327.54,1.21,1.09,2026-04-30,0818,Aqua,MODIS,83,6.1NRT,299.32,21.28,D
5.64325,102.7385,323.17,1.21,1.09,2026-04-30,0818,Aqua,MODIS,79,6.1NRT,298.84,15.43,D
5.70403,102.21231,325.25,1.29,1.13,2026-04-30,0818,Aqua,MODIS,81,6.1NRT,296.17,21.22,D
5.91183,102.42815,326.71,1.25,1.11,2026-04-30,0818,Aqua,MODIS,82,6.1NRT,299.17,18.26,D
5.98024,102.06924,318.7,1.31,1.14,2026-04-30,0818,Aqua,MODIS,75,6.1NRT,296.68,13.68,D
6.00425,102.07407,301.58,1.03,1.02,2026-04-30,2032,Aqua,MODIS,42,6.1NRT,291.51,3.37,N
-6.00546,105.98264,312.31,1.58,1.24,2026-05-01,0128,Terra,MODIS,58,6.1NRT,290.46,9.21,D
-2.56422,102.77008,316,1.8,1.32,2026-05-01,0852,Aqua,MODIS,66,6.1NRT,292.83,19.56,D
4.80683,97.66273,312.35,1.08,1.04,2026-05-01,0854,Aqua,MODIS,54,6.1NRT,294.58,5.91,D
4.91025,97.48295,324.64,1.06,1.03,2026-05-01,0854,Aqua,MODIS,78,6.1NRT,287.76,21.43,D
4.90892,97.47369,325.42,1.06,1.03,2026-05-01,0854,Aqua,MODIS,79,6.1NRT,288.53,22.51,D
5.436,102.85706,324.22,1,1,2026-05-02,0204,Terra,MODIS,80,6.1NRT,293.1,16.14,D
3.25034,103.42744,308.01,1.03,1.01,2026-05-02,0204,Terra,MODIS,0,6.1NRT,281.94,5.37,D
3.2188,103.26799,309.86,1.02,1.01,2026-05-02,0204,Terra,MODIS,60,6.1NRT,285.95,6.51,D
1.60607,103.51032,310.51,1.05,1.02,2026-05-02,0204,Terra,MODIS,54,6.1NRT,294.35,5.74,D
-2.92494,104.68752,303.43,1.36,1.15,2026-05-02,0206,Terra,MODIS,40,6.1NRT,275.77,4.5,D
-6.82386,105.44033,304.08,1.76,1.3,2026-05-02,0206,Terra,MODIS,0,6.1NRT,286.38,4.69,D
-3.42563,104.43337,309.76,3.39,1.74,2026-05-02,0752,Aqua,MODIS,60,6.1NRT,288.9,27.28,D
5.50082,105.21048,305.98,1.35,1.15,2026-05-02,2010,Aqua,MODIS,40,6.1NRT,293.2,5.41,N
-0.78193,102.23237,308.56,1.01,1.01,2026-05-03,0830,Aqua,MODIS,56,6.1NRT,287.86,4.26,D
-0.7858,102.20598,307.05,1.01,1.01,2026-05-03,0830,Aqua,MODIS,49,6.1NRT,286.88,3.34,D
4.01933,103.34122,314.44,1.07,1.03,2026-05-03,0833,Aqua,MODIS,53,6.1NRT,296.12,6.34,D
5.57042,102.82417,315.61,1.05,1.02,2026-05-03,0833,Aqua,MODIS,68,6.1NRT,292.05,6.53,D
4.56853,103.44976,303.58,1.62,1.25,2026-05-03,2049,Aqua,MODIS,56,6.1NRT,292.03,7.84,N
-4.2308,104.89371,303.44,1.03,1.01,2026-05-04,0147,Terra,MODIS,32,6.1NRT,279.26,4.25,D
-4.23211,104.90275,304.17,1.03,1.01,2026-05-04,0147,Terra,MODIS,44,6.1NRT,278.57,4.55,D
1.83523,104.09067,307.74,2.43,1.5,2026-05-05,0224,Terra,MODIS,61,6.1NRT,277.04,21.44,D
1.83213,104.11179,304.3,2.44,1.51,2026-05-05,0224,Terra,MODIS,42,6.1NRT,275.76,13.11,D
3.05885,103.26392,321.51,1.57,1.24,2026-05-05,0809,Aqua,MODIS,77,6.1NRT,291.61,31.87,D
3.05677,103.25024,330.14,1.58,1.24,2026-05-05,0809,Aqua,MODIS,85,6.1NRT,291.02,51.25,D
4.77386,103.07671,314.96,1.52,1.22,2026-05-05,0809,Aqua,MODIS,74,6.1NRT,290.18,17.21,D
1.08869,104.62104,312.35,1.35,1.15,2026-05-05,0809,Aqua,MODIS,37,6.1NRT,292.89,9.62,D
1.83239,104.09747,315.53,1.43,1.18,2026-05-05,0809,Aqua,MODIS,61,6.1NRT,294.62,11.49,D
2.48792,102.84654,311.92,1.73,1.29,2026-05-05,0809,Aqua,MODIS,29,6.1NRT,294.77,13.95,D
5.50589,105.20972,309.01,1.01,1,2026-05-05,2027,Aqua,MODIS,39,6.1NRT,291.92,6.39,N
-6.01074,105.98077,314.16,1.61,1.25,2026-05-06,0126,Terra,MODIS,50,6.1NRT,291.01,13.72,D
2.8601,103.25052,310.54,1.8,1.31,2026-05-06,0848,Aqua,MODIS,18,6.1NRT,290.72,14.06,D
1.83705,104.0929,315.38,1.17,1.08,2026-05-06,1346,Terra,MODIS,91,6.1NRT,291.69,14.22,N
4.50033,102.56394,301.99,1.33,1.14,2026-05-06,1346,Terra,MODIS,46,6.1NRT,281.45,6.84,N
5.31333,102.26472,309.88,1.02,1.01,2026-05-07,0204,Terra,MODIS,63,6.1NRT,292.49,5.41,D
5.31206,102.27366,308.69,1.02,1.01,2026-05-07,0204,Terra,MODIS,60,6.1NRT,292.81,4.7,D
3.37673,103.03082,309.2,1,1,2026-05-07,0204,Terra,MODIS,60,6.1NRT,287.44,4.85,D
3.24731,103.42823,310.09,1.02,1.01,2026-05-07,0204,Terra,MODIS,39,6.1NRT,290.85,5.23,D
3.48837,101.47787,308.63,1.04,1.02,2026-05-07,0204,Terra,MODIS,59,6.1NRT,286.79,5.51,D
2.24725,102.41763,308.6,1,1,2026-05-07,0204,Terra,MODIS,51,6.1NRT,288.88,4.38,D
1.85986,103.00008,311.68,1.01,1.01,2026-05-07,0204,Terra,MODIS,29,6.1NRT,293.46,4.75,D
1.61077,103.51222,311.24,1.04,1.02,2026-05-07,0204,Terra,MODIS,47,6.1NRT,294.22,6.03,D
-3.15155,103.27129,333.65,1.09,1.04,2026-05-08,0824,Aqua,MODIS,89,6.1NRT,291.3,35.86,D
-4.75667,105.25431,318.03,1,1,2026-05-08,0824,Aqua,MODIS,73,6.1NRT,295.12,10.97,D
4.56691,103.29251,324.23,1,1,2026-05-08,0826,Aqua,MODIS,73,6.1NRT,284.19,17.81,D
4.49946,102.57021,325.32,1.02,1.01,2026-05-08,0826,Aqua,MODIS,63,6.1NRT,286.7,22.01,D
4.49814,102.56133,326.82,1.02,1.01,2026-05-08,0826,Aqua,MODIS,64,6.1NRT,286.53,24.02,D
5.0772,101.8034,311.32,1.06,1.03,2026-05-08,0826,Aqua,MODIS,69,6.1NRT,292.12,6.08,D
4.35189,103.45227,313.67,1,1,2026-05-08,0826,Aqua,MODIS,30,6.1NRT,290.75,5.35,D
4.55498,103.45442,318.13,1,1,2026-05-08,0826,Aqua,MODIS,28,6.1NRT,286.28,9.51,D
-3.68839,103.65906,313.16,1.18,1.08,2026-05-09,0147,Terra,MODIS,72,6.1NRT,290.44,10.69,D
-6.96433,107.80737,307.63,1.16,1.07,2026-05-09,0147,Terra,MODIS,43,6.1NRT,287.71,5.8,D
-4.627,105.22668,305.19,1.15,1.07,2026-05-09,1403,Terra,MODIS,63,6.1NRT,290.98,5.38,N
4.55312,103.45609,303.04,1.17,1.08,2026-05-09,1408,Terra,MODIS,53,6.1NRT,281.56,5.04,N
4.49915,102.56944,303.52,1.07,1.03,2026-05-09,1408,Terra,MODIS,56,6.1NRT,277.47,5.99,N
4.49787,102.56013,301.82,1.07,1.03,2026-05-09,1408,Terra,MODIS,44,6.1NRT,277.69,4.91,N
5.60019,100.65022,312.41,1.17,1.08,2026-05-10,0221,Terra,MODIS,53,6.1NRT,293.56,6.34,D
5.40987,100.55834,315.63,1.16,1.07,2026-05-10,0221,Terra,MODIS,46,6.1NRT,294.41,6.68,D
3.74144,101.5153,310.34,1.4,1.17,2026-05-10,0224,Terra,MODIS,54,6.1NRT,291.6,8.17,D
3.49041,101.48566,311.76,1.4,1.17,2026-05-10,0224,Terra,MODIS,66,6.1NRT,293.65,9.68,D
2.91333,101.29221,314.48,1.39,1.17,2026-05-10,0224,Terra,MODIS,0,6.1NRT,295.11,11.18,D
-3.68286,103.65552,300.06,1.02,1.01,2026-05-10,2021,Aqua,MODIS,14,6.1NRT,283.9,3.14,N
-3.68421,103.66435,300.92,1.02,1.01,2026-05-10,2021,Aqua,MODIS,35,6.1NRT,284.14,3.6,N
-3.69408,103.66042,312.07,1.17,1.08,2026-05-11,0839,Aqua,MODIS,66,6.1NRT,294.83,6.59,D
-2.67159,102.88782,312.13,1.1,1.05,2026-05-11,0839,Aqua,MODIS,71,6.1NRT,295.34,5.77,D
-1.8013,102.71587,308.87,1.1,1.05,2026-05-11,0839,Aqua,MODIS,30,6.1NRT,291,4.62,D
3.40768,102.34314,314.44,1.21,1.09,2026-05-11,0841,Aqua,MODIS,64,6.1NRT,295.48,9.08,D
-6.54877,108.09341,305.29,1,1,2026-05-11,1342,Terra,MODIS,64,6.1NRT,292.78,4.19,N
4.5552,103.45821,307.82,1.19,1.09,2026-05-11,1346,Terra,MODIS,63,6.1NRT,291.8,6.85,N
4.50787,102.56785,304.46,1.36,1.15,2026-05-11,1346,Terra,MODIS,60,6.1NRT,291.05,5.83,N
1.86218,103.00188,312.77,1.01,1,2026-05-12,0204,Terra,MODIS,27,6.1NRT,294.95,6.01,D
-3.69162,103.65478,310.56,1.16,1.07,2026-05-12,0204,Terra,MODIS,66,6.1NRT,291.17,8,D
-3.68995,103.6617,301.19,2.26,1.46,2026-05-12,2002,Aqua,MODIS,39,6.1NRT,288.73,9.98,N
-3.69083,103.65633,319.29,1.3,1.13,2026-05-13,0820,Aqua,MODIS,74,6.1NRT,295.45,17.4,D
2.70369,101.56245,317.02,1.46,1.19,2026-05-13,0820,Aqua,MODIS,57,6.1NRT,293.14,15.81,D
4.28418,103.42381,309.95,1.09,1.04,2026-05-13,0820,Aqua,MODIS,37,6.1NRT,285.4,4.71,D
4.55738,103.45691,322.52,1.08,1.04,2026-05-13,0820,Aqua,MODIS,58,6.1NRT,296.3,12.36,D
4.5557,103.45658,307.98,1.15,1.07,2026-05-14,1405,Terra,MODIS,60,6.1NRT,286.83,8.35,N
-2.99774,104.85158,310.44,3.23,1.7,2026-05-15,0224,Terra,MODIS,0,6.1NRT,288.86,28.88,D
-3.13648,103.23685,311.47,1,1,2026-05-16,0835,Aqua,MODIS,70,6.1NRT,286.27,6.82,D
3.4128,102.35118,318.29,1.01,1,2026-05-17,0202,Terra,MODIS,74,6.1NRT,293.53,11.7,D
-6.1506,106.76981,330.19,1.16,1.07,2026-05-18,0811,Aqua,MODIS,83,6.1NRT,298.07,25.15,D
-3.69427,103.65189,312.62,1.73,1.29,2026-05-18,0811,Aqua,MODIS,67,6.1NRT,294.68,12.95,D
-3.6926,103.6602,312.11,1.73,1.29,2026-05-18,0811,Aqua,MODIS,64,6.1NRT,294.73,11.85,D
-3.54247,104.38297,321.27,1.51,1.21,2026-05-18,0811,Aqua,MODIS,68,6.1NRT,288.04,27.77,D
-3.69176,103.65725,309.71,1.22,1.1,2026-05-19,0143,Terra,MODIS,59,6.1NRT,283.37,8.71,D
0.27222,99.25732,317.86,1.03,1.02,2026-05-19,0852,Aqua,MODIS,73,6.1NRT,295.06,10.11,D
0.2709,99.24836,338.91,1.03,1.02,2026-05-19,0852,Aqua,MODIS,90,6.1NRT,296.34,37.05,D
-6.00331,105.97786,313.08,1.18,1.08,2026-05-19,1401,Terra,MODIS,81,6.1NRT,294.66,10.83,N
0.27542,99.25252,308.5,1.25,1.11,2026-05-19,1403,Terra,MODIS,75,6.1NRT,289.07,9.22,N
2.90908,101.29163,312.31,1.33,1.14,2026-05-20,0221,Terra,MODIS,0,6.1NRT,289.79,10.92,D
-2.2612,106.19927,313.31,2.9,1.62,2026-05-20,0750,Aqua,MODIS,44,6.1NRT,284.5,39.02,D
-2.25768,106.19399,312.81,2.9,1.62,2026-05-20,0750,Aqua,MODIS,42,6.1NRT,284.94,37.12,D
-2.03439,105.96844,312.2,3,1.65,2026-05-20,0750,Aqua,MODIS,53,6.1NRT,289.21,34.43,D
-2.03137,105.96095,311.04,3,1.65,2026-05-20,0750,Aqua,MODIS,46,6.1NRT,289.03,29.55,D
4.16371,106.22239,311.35,1.32,1.14,2026-05-20,2008,Aqua,MODIS,75,6.1NRT,292.44,10.32,N
4.16204,106.2339,312.3,1.32,1.14,2026-05-20,2008,Aqua,MODIS,78,6.1NRT,292.34,11.37,N
-6.07593,106.66119,313.63,1.01,1.01,2026-05-20,2012,Aqua,MODIS,87,6.1NRT,291.58,11.3,N
-6.07808,106.65451,312.29,1.53,1.22,2026-05-21,0124,Terra,MODIS,63,6.1NRT,293.87,11.07,D
-3.69209,103.66117,313.99,1.13,1.06,2026-05-22,0204,Terra,MODIS,70,6.1NRT,292.86,10.19,D
4.42949,95.87771,307.93,1.01,1,2026-05-22,1425,Terra,MODIS,73,6.1NRT,292.53,6.38,N
4.43072,95.88654,312.49,1.01,1,2026-05-22,1425,Terra,MODIS,85,6.1NRT,292.65,9.71,N
3.66863,98.9212,310.58,1.99,1.38,2026-05-23,0241,Terra,MODIS,46,6.1NRT,291.86,11.62,D
-2.02957,105.39155,310.43,1.06,1.03,2026-05-24,0141,Terra,MODIS,62,6.1NRT,287.79,6.62,D
-6.96556,107.80664,307.83,1.11,1.05,2026-05-24,0143,Terra,MODIS,43,6.1NRT,293.24,4.79,D
4.26771,97.98497,310.23,1,1,2026-05-25,0219,Terra,MODIS,64,6.1NRT,294.14,4.5,D
3.4082,101.55804,312.36,1.34,1.15,2026-05-25,0219,Terra,MODIS,42,6.1NRT,292.71,8.15,D
3.49128,101.48052,311.66,1.32,1.14,2026-05-25,0219,Terra,MODIS,64,6.1NRT,293.72,9.44,D
2.97639,101.35905,311.89,1.32,1.14,2026-05-25,0219,Terra,MODIS,0,6.1NRT,291.46,7.2,D
3.15798,97.29053,311.79,1.02,1.01,2026-05-25,0219,Terra,MODIS,0,6.1NRT,291.92,7.16,D
6.09324,100.73573,310.52,1.12,1.05,2026-05-25,0219,Terra,MODIS,58,6.1NRT,294.11,6.2,D
5.59961,100.64815,312.3,1.12,1.05,2026-05-25,0219,Terra,MODIS,51,6.1NRT,296.25,6.08,D
4.26896,97.97617,310.06,1,1,2026-05-25,0219,Terra,MODIS,63,6.1NRT,294.08,4.41,D
-2.98329,103.31997,314.79,1.25,1.11,2026-05-26,0822,Aqua,MODIS,69,6.1NRT,296.12,9.91,D
-2.81213,103.85323,340.14,1.16,1.07,2026-05-26,0822,Aqua,MODIS,91,6.1NRT,296.95,47.27,D
-2.76457,103.41843,312.47,1.22,1.1,2026-05-26,0822,Aqua,MODIS,55,6.1NRT,295.85,6.43,D
-2.63188,103.33266,316.42,1.23,1.1,2026-05-26,0822,Aqua,MODIS,71,6.1NRT,295.6,11.23,D
-2.63452,102.90519,315.44,1.31,1.14,2026-05-26,0822,Aqua,MODIS,69,6.1NRT,293.31,11.7,D
-2.32358,103.47386,312.31,1.2,1.09,2026-05-26,0822,Aqua,MODIS,62,6.1NRT,294.87,6.89,D
-0.71865,101.25908,314.46,1.6,1.25,2026-05-26,0822,Aqua,MODIS,65,6.1NRT,294.74,15,D
-0.71672,101.25354,310.37,1.6,1.25,2026-05-26,0822,Aqua,MODIS,52,6.1NRT,294.74,8.76,D
-0.66909,101.27502,310.67,1.6,1.24,2026-05-26,0822,Aqua,MODIS,53,6.1NRT,295.33,8.59,D
-0.20967,102.37433,315.37,1.31,1.14,2026-05-26,0822,Aqua,MODIS,66,6.1NRT,300.73,12,D
-2.86063,104.21952,310.59,1.11,1.05,2026-05-26,0822,Aqua,MODIS,54,6.1NRT,293.81,5.17,D
-4.841,105.65001,310.71,1.03,1.01,2026-05-26,0822,Aqua,MODIS,64,6.1NRT,296.23,4.24,D
-4.34738,105.17092,323.42,1.05,1.02,2026-05-26,0822,Aqua,MODIS,79,6.1NRT,298,15.15,D
-4.34871,105.16175,322.39,1.05,1.02,2026-05-26,0822,Aqua,MODIS,77,6.1NRT,297.84,13.92,D
-3.69634,103.65285,317.31,1.22,1.1,2026-05-26,0822,Aqua,MODIS,57,6.1NRT,296.78,11.4,D
-3.69203,103.65756,321.61,1.22,1.1,2026-05-26,0822,Aqua,MODIS,79,6.1NRT,297.84,17.62,D
-3.66499,103.36749,313.91,1.26,1.12,2026-05-26,0822,Aqua,MODIS,70,6.1NRT,294.63,10.41,D
-3.10912,104.02298,334.07,1.14,1.07,2026-05-26,0822,Aqua,MODIS,87,6.1NRT,297.17,34.53,D
-3.11056,104.01303,314.95,1.15,1.07,2026-05-26,0822,Aqua,MODIS,69,6.1NRT,297.07,8.93,D
-3.08227,103.83901,312.29,1.17,1.08,2026-05-26,0822,Aqua,MODIS,66,6.1NRT,297.07,6.59,D
-3.0897,103.78813,316.81,1.18,1.08,2026-05-26,0822,Aqua,MODIS,73,6.1NRT,296.66,11.46,D
-3.07138,103.8478,355.15,1.17,1.08,2026-05-26,0822,Aqua,MODIS,98,6.1NRT,296.81,85.31,D
-3.07286,103.83766,391.37,1.17,1.08,2026-05-26,0822,Aqua,MODIS,100,6.1NRT,299.75,250.63,D
-3.02121,103.68771,328.74,1.19,1.08,2026-05-26,0822,Aqua,MODIS,84,6.1NRT,297.23,27.04,D
2.45492,98.0766,312.02,2.54,1.53,2026-05-26,0824,Aqua,MODIS,64,6.1NRT,293.3,23.56,D
2.47156,98.09623,351.26,2.53,1.53,2026-05-26,0824,Aqua,MODIS,96,6.1NRT,293.98,233.08,D
2.46814,98.07372,311.8,2.54,1.53,2026-05-26,0824,Aqua,MODIS,64,6.1NRT,293.39,22.61,D
2.46693,98.09199,338.91,2.53,1.53,2026-05-26,0824,Aqua,MODIS,90,6.1NRT,293.99,139.84,D
4.55062,103.45483,319.76,1.04,1.02,2026-05-26,0824,Aqua,MODIS,61,6.1NRT,293.66,11.13,D
5.45505,102.88732,313.56,1.07,1.03,2026-05-26,0824,Aqua,MODIS,66,6.1NRT,296.38,5.43,D
0.5128,103.33003,306.21,1.46,1.19,2026-05-26,1342,Terra,MODIS,67,6.1NRT,292.91,8.91,N
0.511,103.31731,305.53,1.46,1.19,2026-05-26,1342,Terra,MODIS,64,6.1NRT,293.1,8.13,N
1.00771,101.38305,308.13,2.02,1.39,2026-05-26,1342,Terra,MODIS,73,6.1NRT,292.19,17.14,N
-3.68582,103.66251,306.17,1.39,1.17,2026-05-26,2042,Aqua,MODIS,67,6.1NRT,291.09,10.23,N
2.53631,102.47789,313.88,1.01,1,2026-05-27,0200,Terra,MODIS,68,6.1NRT,294.91,7.57,D
2.65207,101.60518,311.85,1.06,1.03,2026-05-27,0200,Terra,MODIS,49,6.1NRT,296.05,4.8,D
0.45115,102.15482,309,1,1,2026-05-27,0202,Terra,MODIS,48,6.1NRT,290.68,5.35,D
-3.69285,103.66,308,1.12,1.05,2026-05-27,0202,Terra,MODIS,64,6.1NRT,290.12,5.35,D
1.75895,99.10563,322.43,1.35,1.15,2026-05-27,0902,Aqua,MODIS,79,6.1NRT,295.47,23.94,D
1.75714,99.09327,319.63,1.35,1.15,2026-05-27,0902,Aqua,MODIS,76,6.1NRT,294.98,20.1,D
2.18994,98.39912,319.45,1.24,1.11,2026-05-27,0902,Aqua,MODIS,75,6.1NRT,295.3,18.1,D
2.22931,98.16206,313.84,1.2,1.09,2026-05-27,0902,Aqua,MODIS,67,6.1NRT,296.66,8.79,D
2.4017,98.14481,329.37,1.2,1.09,2026-05-27,0902,Aqua,MODIS,84,6.1NRT,296.86,28.96,D
2.40024,98.13452,327.58,1.2,1.09,2026-05-27,0902,Aqua,MODIS,83,6.1NRT,297.63,25.44,D
2.41123,98.1434,316.84,1.2,1.09,2026-05-27,0902,Aqua,MODIS,72,6.1NRT,297.33,13,D
2.40974,98.13303,316.39,1.2,1.09,2026-05-27,0902,Aqua,MODIS,71,6.1NRT,298.11,12.01,D
2.63177,97.82158,312.78,1.16,1.07,2026-05-27,0902,Aqua,MODIS,62,6.1NRT,298.31,6.97,D
2.873,97.81503,334.8,1.17,1.08,2026-05-27,0902,Aqua,MODIS,88,6.1NRT,297.17,37.18,D
5.14146,96.89973,313.17,1.11,1.05,2026-05-27,0902,Aqua,MODIS,69,6.1NRT,296.63,5.94,D
4.57436,103.44308,305.1,2.49,1.52,2026-05-27,1422,Terra,MODIS,49,6.1NRT,286.4,18.93,N
4.94875,97.47227,311.09,1.03,1.01,2026-05-27,1422,Terra,MODIS,82,6.1NRT,292.77,8.14,N
4.57356,103.43606,310.15,4.34,1.92,2026-05-28,0238,Terra,MODIS,0,6.1NRT,290.15,47.5,D
